선박청코드항명,연도,월,분기,외내항구분,수출입구분,선종명,시설명,부두구분명,톤코드명,국가,톤코드,국내선박수,국내선박톤수,외국선박수,외국선박톤수,전체선박수,전체선박톤수
신항,2024,06,2,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,1,14241,1,14241
감천,2024,06,2,외항,출항,어선,동성실업부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1105,0,0,1,1105
감천,2024,07,3,내항,출항,시멘트 운반선,기타,일반부두,"5,000-7,000톤미만",아국선,6,10,59854,0,0,10,59854
북항,2024,07,3,내항,출항,LPG.LNG 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,3435,0,0,1,3435
신항,2024,07,3,내항,출항,석유정제품 운반선,신항2부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,3,2167,0,0,3,2167
북항,2024,07,3,외항,출항,일반화물선,7 부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,17266,2,17266
신항,2024,07,3,내항,출항,기타선,신항 U 정박지,일반부두,100 -  500톤미만,아국선,2,1,987,0,0,1,987
북항,2024,07,3,외항,출항,어선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,6,4639,6,4639
신항,2024,06,2,내항,출항,석유정제품 운반선,신항2부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,2,3321,0,0,2,3321
감천,2024,07,3,외항,출항,냉동.냉장선,동성실업부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,3,20934,3,20934
북항,2024,07,3,외항,출항,원유 운반선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,1,30291,1,30291
북항,2024,07,3,내항,출항,석유정제품 운반선,E 박지,일반부두,"1,000 - 3,000미만",아국선,4,3,6066,0,0,3,6066
북항,2024,07,3,내항,출항,석유정제품 운반선,E 박지,일반부두,"500 - 1,000톤미만",아국선,3,1,890,0,0,1,890
감천,2024,07,3,내항,출항,시멘트 운반선,동양해운부두,일반부두,"3,000-5,000톤미만",아국선,5,10,47653,0,0,10,47653
북항,2024,07,3,외항,출항,일반화물선,연합 부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,14137,1,14137
북항,2024,07,3,외항,출항,일반화물선,7 부두,일반부두,"500 - 1,000톤미만",아국선,3,2,1592,0,0,2,1592
북항,2024,07,3,외항,출항,일반화물선,7 부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,11381,1,11381
신항,2024,07,3,외항,출항,풀 컨테이너선,신항4부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,12,109920,12,109920
신항,2024,07,3,내항,출항,석유정제품 운반선,신항3부두,컨테이너부두,100 -  500톤미만,아국선,2,6,2562,0,0,6,2562
북항,2024,07,3,외항,출항,일반화물선,7 부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,4,7105,4,7105
북항,2024,07,3,외항,출항,석유정제품 운반선,E 박지,일반부두,"5,000-7,000톤미만",아국선,6,1,5025,0,0,1,5025
북항,2024,07,3,외항,출항,어선,기타,일반부두,"500 - 1,000톤미만",외국선,3,0,0,3,2220,3,2220
신항,2024,07,3,내항,출항,석유정제품 운반선,신항5부두,컨테이너부두,100 -  500톤미만,아국선,2,4,1585,0,0,4,1585
북항,2024,07,3,외항,출항,냉동.냉장선,안벽,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1488,1,1488
북항,2024,08,3,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,1,27061,0,0,1,27061
감천,2024,06,2,외항,출항,어선,동성실업부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7805,1,7805
북항,2024,06,2,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,1,66462,1,66462
북항,2024,07,3,내항,출항,기타선,신선대 부두,컨테이너부두,100 -  500톤미만,아국선,2,1,322,0,0,1,322
북항,2024,03,1,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,17,158085,17,158085
북항,2024,02,1,내항,입항,석유정제품 운반선,M 박지,일반부두,"3,000-5,000톤미만",아국선,5,2,8120,0,0,2,8120
신항,2024,01,1,내항,입항,기타선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,2,8934,0,0,2,8934
신항,2024,01,1,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"100,000톤 이상",아국선,16,2,285240,0,0,2,285240
북항,2024,01,1,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,7,41560,0,0,7,41560
북항,2024,01,1,외항,입항,일반화물선,감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,9999,1,9999
신항,2024,01,1,외항,입항,풀 컨테이너선,신항5부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,54214,1,54214
신항,2024,02,1,외항,입항,풀 컨테이너선,신항2부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,2,81580,0,0,2,81580
북항,2024,02,1,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4387,1,4387
신항,2024,03,1,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,6,521798,6,521798
북항,2024,02,1,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,2,25090,2,25090
북항,2024,02,1,외항,입항,케미칼 운반선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,4,9922,4,9922
신항,2024,01,1,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,5,91962,5,91962
감천,2024,01,1,외항,입항,일반화물선,한진해운부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,2,12763,2,12763
신항,2024,01,1,내항,입항,석유정제품 운반선,신항6부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1097,0,0,1,1097
감천,2024,01,1,외항,입항,냉동.냉장선,동양해운부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1955,1,1955
감천,2024,01,1,내항,입항,산물선,감천항조선소,일반부두,"1,000 - 3,000미만",아국선,4,4,9356,0,0,4,9356
북항,2024,01,1,내항,입항,기타선,안벽,일반부두,100 -  500톤미만,아국선,2,11,13748,0,0,11,13748
북항,2024,01,1,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4387,1,4387
북항,2024,02,1,내항,입항,석유정제품 운반선,E 박지,일반부두,"5,000-7,000톤미만",아국선,6,3,17942,0,0,3,17942
감천,2024,02,1,외항,입항,케미칼 운반선,모든부두,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,28322,1,28322
북항,2024,02,1,외항,입항,일반화물선,7 부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,496,1,496
북항,2024,02,1,외항,입항,일반화물선,남외항 박지,일반부두,"10,000-15,000톤미만",외국선,8,0,0,2,23539,2,23539
북항,2024,02,1,외항,입항,기타선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,9510,1,9510
북항,2024,02,1,외항,입항,자동차 운반선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,2,83836,2,83836
신항,2024,03,1,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,4,114092,4,114092
북항,2024,02,1,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"75,000-100,000톤미만",외국선,15,0,0,1,75015,1,75015
북항,2024,01,1,외항,입항,풀 컨테이너선,7 부두,일반부두,"30,000-50,000톤미만",외국선,12,0,0,3,97653,3,97653
감천,2024,02,1,외항,입항,일반화물선,도양물류부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3810,1,3810
신항,2024,02,1,외항,입항,쎄미 컨테이너선,신항다목적부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,6,82090,0,0,6,82090
신항,2024,02,1,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,3,200599,3,200599
감천,2024,02,1,외항,입항,어선,동부고속부두,일반부두,100 -  500톤미만,아국선,2,2,795,0,0,2,795
북항,2024,02,1,내항,입항,원유 운반선,자성대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,549,0,0,1,549
북항,2024,02,1,내항,입항,석유정제품 운반선,동명 부두,일반부두,100 -  500톤미만,아국선,2,1,308,0,0,1,308
북항,2024,02,1,내항,입항,석유정제품 운반선,신선대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,4,2670,0,0,4,2670
북항,2024,01,1,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,3,162836,3,162836
감천,2024,01,1,내항,입항,시멘트 운반선,동양해운부두,일반부두,"7,000-10,000톤미만",아국선,7,2,14246,0,0,2,14246
북항,2024,01,1,내항,입항,기타선,E 박지,일반부두,100 -  500톤미만,아국선,2,4,10885,0,0,4,10885
감천,2024,02,1,외항,입항,일반화물선,한진해운부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,5415,1,5415
감천,2024,02,1,내항,입항,산물선,동양해운부두,일반부두,"5,000-7,000톤미만",아국선,6,3,17901,0,0,3,17901
감천,2024,02,1,외항,입항,일반화물선,감천중앙부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,10861,2,10861
신항,2024,01,1,외항,입항,산물선,신항다목적부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,1,32839,1,32839
북항,2024,01,1,외항,입항,일반화물선,안벽,일반부두,"15,000-20,000톤미만",외국선,9,0,0,1,16509,1,16509
신항,2024,02,1,외항,입항,풀 컨테이너선,신항 W 정박지,일반부두,"75,000-100,000톤미만",아국선,15,1,75061,0,0,1,75061
신항,2024,02,1,외항,입항,자동차 운반선,신항다목적부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,1,76420,1,76420
북항,2024,01,1,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,1,12545,1,12545
감천,2024,02,1,외항,입항,냉동.냉장선,감천동원부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,3,16723,3,16723
감천,2024,02,1,외항,입항,산물선,한진해운부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,5920,1,5920
북항,2024,02,1,외항,입항,원유 운반선,남외항 박지,일반부두,"60,000-75,000톤미만",외국선,14,0,0,1,63673,1,63673
북항,2024,02,1,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,6102,1,6102
신항,2024,02,1,외항,입항,일반화물선,신항다목적부두,컨테이너부두,100 -  500톤미만,외국선,2,0,0,1,496,1,496
북항,2024,01,1,내항,입항,석유정제품 운반선,신감만부두,컨테이너부두,100 -  500톤미만,아국선,2,2,717,0,0,2,717
북항,2024,02,1,내항,입항,LPG.LNG 운반선,남외항 박지,일반부두,"500 - 1,000톤미만",아국선,3,1,999,0,0,1,999
감천,2024,02,1,내항,입항,기타선,동성실업부두,일반부두,100 -  500톤미만,아국선,2,4,8933,0,0,4,8933
신항,2024,01,1,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"75,000-100,000톤미만",아국선,15,1,75308,0,0,1,75308
신항,2024,02,1,내항,입항,석유정제품 운반선,신항1부두,컨테이너부두,100 -  500톤미만,아국선,2,1,424,0,0,1,424
감천,2024,02,1,외항,입항,어선,동성실업부두,일반부두,100 -  500톤미만,외국선,2,0,0,3,1385,3,1385
감천,2024,02,1,외항,입항,어선,동부고속부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,461,1,461
북항,2024,01,1,외항,입항,석유정제품 운반선,E 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,4688,0,0,1,4688
감천,2024,01,1,외항,입항,어선,한진해운부두,컨테이너부두,"1,000 - 3,000미만",외국선,4,0,0,1,1593,1,1593
북항,2024,01,1,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,52581,1,52581
북항,2024,01,1,외항,입항,케미칼 운반선,남외항 박지,일반부두,"25,000-30,000톤미만",외국선,11,0,0,1,27950,1,27950
북항,2024,01,1,외항,입항,쎄미 컨테이너선,감만부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,2,50966,2,50966
신항,2024,01,1,내항,입항,기타선,신항5부두,컨테이너부두,100 -  500톤미만,아국선,2,1,460,0,0,1,460
감천,2024,08,3,외항,출항,석유정제품 운반선,모든부두,일반부두,"1,000 - 3,000미만",아국선,4,2,2112,0,0,2,2112
북항,2024,08,3,내항,출항,케미칼 운반선,동명 부두,일반부두,"3,000-5,000톤미만",아국선,5,1,4965,0,0,1,4965
신항,2024,09,3,내항,출항,기타선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,2,850,0,0,2,850
감천,2024,09,3,외항,출항,산물선,도양물류부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2972,1,2972
북항,2024,09,3,외항,출항,석유정제품 운반선,남외항 박지,일반부두,"500 - 1,000톤미만",아국선,3,1,610,0,0,1,610
북항,2024,12,4,내항,출항,기타선,기타,일반부두,"1,000 - 3,000미만",아국선,4,35,57343,0,0,35,57343
북항,2024,05,2,내항,출항,LPG.LNG 운반선,남외항 박지,일반부두,"500 - 1,000톤미만",아국선,3,1,999,0,0,1,999
감천,2024,05,2,외항,출항,냉동.냉장선,동성실업부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,4,26797,4,26797
감천,2024,05,2,외항,출항,일반화물선,감천중앙부두,일반부두,"30,000-50,000톤미만",외국선,12,0,0,2,72016,2,72016
북항,2024,07,3,내항,출항,기타선,물량장,일반부두,"1,000 - 3,000미만",아국선,4,4,4520,0,0,4,4520
감천,2024,08,3,외항,출항,냉동.냉장선,한일물류부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,14662,2,14662
감천,2024,08,3,내항,출항,LPG.LNG 운반선,감천항조선소,일반부두,"500 - 1,000톤미만",아국선,3,1,992,0,0,1,992
북항,2024,09,3,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,3,11982,3,11982
북항,2024,09,3,내항,출항,일반화물선,연합 부두,일반부두,"1,000 - 3,000미만",아국선,4,4,9400,0,0,4,9400
신항,2024,08,3,내항,출항,석유정제품 운반선,신항4부두,컨테이너부두,100 -  500톤미만,아국선,2,5,2099,0,0,5,2099
신항,2024,09,3,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,1,18559,0,0,1,18559
북항,2024,05,2,외항,출항,일반화물선,8 부두,일반부두,"1,000 - 3,000미만",아국선,4,4,4604,0,0,4,4604
북항,2024,05,2,내항,출항,LPG.LNG 운반선,기타,일반부두,"500 - 1,000톤미만",아국선,3,1,998,0,0,1,998
감천,2024,08,3,외항,출항,산물선,감천중앙부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7449,1,7449
감천,2024,08,3,내항,출항,산물선,동양해운부두,일반부두,"7,000-10,000톤미만",아국선,7,2,14378,0,0,2,14378
신항,2024,09,3,내항,출항,석유정제품 운반선,신항다목적부두,컨테이너부두,100 -  500톤미만,아국선,2,1,378,0,0,1,378
감천,2024,08,3,내항,출항,기타선,감천항조선소,일반부두,100톤미만,외국선,1,0,0,2,0,2,0
북항,2024,05,2,외항,출항,어선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,6,2387,6,2387
신항,2024,05,2,내항,출항,석유정제품 운반선,신항4부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,3,2437,0,0,3,2437
북항,2024,05,2,외항,출항,풀 컨테이너선,신선대 부두,컨테이너부두,"3,000-5,000톤미만",아국선,5,4,18478,0,0,4,18478
신항,2024,08,3,외항,출항,풀 컨테이너선,신항7부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,2,82949,0,0,2,82949
북항,2024,08,3,외항,출항,기타선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,2,17521,2,17521
감천,2024,08,3,외항,출항,어선,동부고속부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,455,1,455
북항,2024,08,3,외항,출항,일반화물선,M 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,6351,1,6351
북항,2024,08,3,외항,출항,어선,안벽,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1208,1,1208
감천,2024,05,2,외항,출항,냉동.냉장선,동양해운부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,12413,1,12413
감천,2024,07,3,내항,출항,기타선,기타,일반부두,100톤미만,아국선,1,31,16052,0,0,31,16052
북항,2024,09,3,내항,출항,석유정제품 운반선,7 부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1170,0,0,1,1170
감천,2024,09,3,외항,출항,일반화물선,부광조선안벽,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,12679,1,12679
감천,2024,09,3,내항,출항,기타선,모든부두,일반부두,100 -  500톤미만,아국선,2,1,149,0,0,1,149
북항,2024,09,3,외항,출항,풀 컨테이너선,신선대 부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,1,27061,0,0,1,27061
감천,2024,05,2,내항,출항,기타선,동성실업부두,일반부두,100톤미만,아국선,1,19,6690,0,0,19,6690
감천,2024,09,3,내항,출항,일반화물선,감천항조선소,일반부두,"3,000-5,000톤미만",아국선,5,1,2879,0,0,1,2879
신항,2024,05,2,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,5,373516,0,0,5,373516
감천,2024,08,3,외항,출항,냉동.냉장선,한일물류부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2913,1,2913
신항,2024,09,3,내항,출항,석유정제품 운반선,신항7부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,2,3540,0,0,2,3540
북항,2024,05,2,외항,출항,어선,안벽,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,792,1,792
북항,2024,05,2,내항,출항,기타선,8 부두,일반부두,100톤미만,아국선,1,1,1247,0,0,1,1247
신항,2024,05,2,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"10,000-15,000톤미만",외국선,8,0,0,3,39597,3,39597
북항,2024,08,3,외항,출항,케미칼 운반선,M 박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5988,1,5988
북항,2024,08,3,내항,출항,기타선,기타,일반부두,100톤미만,외국선,1,0,0,1,0,1,0
북항,2024,03,1,내항,출항,석유정제품 운반선,남외항 박지,일반부두,100 -  500톤미만,아국선,2,8,1507,0,0,8,1507
북항,2024,03,1,외항,출항,풀 컨테이너선,자성대 부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,42,369737,0,0,42,369737
북항,2024,03,1,외항,출항,풀 컨테이너선,자성대 부두,컨테이너부두,"3,000-5,000톤미만",아국선,5,26,103714,0,0,26,103714
북항,2024,03,1,외항,출항,풀 컨테이너선,신감만부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,2,33476,2,33476
신항,2024,03,1,내항,출항,기타선,신항4부두,컨테이너부두,100톤미만,아국선,1,4,3138,0,0,4,3138
북항,2024,03,1,외항,출항,일반화물선,연합 부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,3,14139,3,14139
북항,2024,03,1,내항,출항,석유정제품 운반선,기타,일반부두,"1,000 - 3,000미만",아국선,4,14,24993,0,0,14,24993
북항,2024,03,1,외항,출항,풀 컨테이너선,7 부두,일반부두,"15,000-20,000톤미만",외국선,9,0,0,2,33410,2,33410
신항,2024,03,1,외항,출항,쎄미 컨테이너선,신항다목적부두,컨테이너부두,"5,000-7,000톤미만",아국선,6,8,42552,0,0,8,42552
북항,2024,03,1,외항,출항,풀 컨테이너선,7 부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,10,59859,10,59859
북항,2024,03,1,외항,출항,석유정제품 운반선,8 부두,일반부두,"500 - 1,000톤미만",아국선,3,1,610,0,0,1,610
신항,2024,04,2,내항,출항,기타선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,2,4580,0,0,2,4580
북항,2024,06,2,내항,출항,석유정제품 운반선,물량장,일반부두,"1,000 - 3,000미만",아국선,4,46,59594,0,0,46,59594
감천,2024,05,2,외항,출항,어선,동부고속부두,일반부두,100 -  500톤미만,아국선,2,3,1163,0,0,3,1163
신항,2024,06,2,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"100,000톤 이상",아국선,16,6,1267522,0,0,6,1267522
신항,2024,06,2,외항,출항,풀 컨테이너선,신항6부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,40,342074,40,342074
감천,2024,06,2,외항,출항,산물선,한진해운부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,3,71994,3,71994
북항,2024,06,2,외항,출항,일반화물선,연합 부두,일반부두,"3,000-5,000톤미만",아국선,5,6,26393,0,0,6,26393
신항,2024,03,1,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,10,395823,10,395823
신항,2024,03,1,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,7,122242,7,122242
감천,2024,05,2,내항,출항,기타선,동성실업부두,일반부두,100 -  500톤미만,아국선,2,4,2503,0,0,4,2503
신항,2024,06,2,외항,출항,풀 컨테이너선,신항4부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,10,90477,10,90477
북항,2024,06,2,외항,출항,기타선,기타,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3205,1,3205
북항,2024,02,1,외항,출항,산물선,남외항 박지,일반부두,"20,000-25,000톤미만",아국선,10,1,22852,0,0,1,22852
북항,2024,05,2,내항,출항,케미칼 운반선,E 박지,일반부두,"1,000 - 3,000미만",아국선,4,5,8815,0,0,5,8815
감천,2024,05,2,외항,출항,케미칼 운반선,감천항조선소,일반부두,"3,000-5,000톤미만",아국선,5,1,3970,0,0,1,3970
감천,2024,05,2,내항,출항,시멘트 운반선,동양해운부두,일반부두,"7,000-10,000톤미만",아국선,7,2,14258,0,0,2,14258
북항,2024,02,1,외항,출항,산물선,남외항 박지,일반부두,"7,000-10,000톤미만",아국선,7,1,9413,0,0,1,9413
감천,2024,03,1,외항,출항,어선,동성실업부두,일반부두,100 -  500톤미만,외국선,2,0,0,6,2701,6,2701
북항,2024,04,2,내항,출항,기타선,기타,일반부두,"5,000-7,000톤미만",아국선,6,4,23882,0,0,4,23882
북항,2024,05,2,외항,출항,LPG.LNG 운반선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,3,140110,3,140110
감천,2024,06,2,외항,출항,자동차 운반선,제일제당부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,13110,2,13110
신항,2024,06,2,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,6,436852,6,436852
북항,2024,06,2,외항,출항,일반화물선,연합 부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,5,21237,5,21237
감천,2024,06,2,외항,출항,일반화물선,동양해운부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,6973,1,6973
신항,2024,03,1,외항,출항,산물선,신항다목적부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,997,0,0,1,997
북항,2024,03,1,외항,출항,일반화물선,8 부두,일반부두,"3,000-5,000톤미만",아국선,5,2,8864,0,0,2,8864
감천,2024,03,1,외항,출항,냉동.냉장선,감천동원부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,7307,1,7307
신항,2024,03,1,내항,출항,석유정제품 운반선,신항소형선부두,일반부두,100톤미만,아국선,1,1,67,0,0,1,67
신항,2024,05,2,내항,출항,기타선,신항2부두,컨테이너부두,100톤미만,아국선,1,1,897,0,0,1,897
북항,2024,05,2,외항,출항,LPG.LNG 운반선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2999,1,2999
북항,2024,03,1,외항,출항,일반화물선,E 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,4105,0,0,1,4105
북항,2024,04,2,외항,출항,일반화물선,남외항 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,10,43458,10,43458
북항,2024,06,2,내항,출항,케미칼 운반선,E 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,4965,0,0,1,4965
신항,2024,02,1,외항,출항,풀 컨테이너선,신항6부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,1,74962,0,0,1,74962
감천,2024,03,1,외항,출항,일반화물선,한진해운부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,796,0,0,1,796
북항,2024,05,2,내항,출항,산물선,연합 부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1693,0,0,1,1693
북항,2024,05,2,내항,출항,산물선,O 박지,일반부두,"1,000 - 3,000미만",아국선,4,2,4133,0,0,2,4133
북항,2024,06,2,내항,출항,석유정제품 운반선,감만부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,996,0,0,1,996
북항,2024,06,2,외항,출항,기타선,남외항 박지,일반부두,"500 - 1,000톤미만",외국선,3,0,0,3,2901,3,2901
북항,2024,06,2,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,2,7988,2,7988
북항,2024,03,1,외항,출항,석유정제품 운반선,안벽,일반부두,"1,000 - 3,000미만",아국선,4,1,1268,0,0,1,1268
북항,2024,03,1,내항,출항,시멘트 운반선,기타,일반부두,"5,000-7,000톤미만",아국선,6,1,6422,0,0,1,6422
북항,2024,05,2,내항,출항,석유정제품 운반선,동명 부두,일반부두,100톤미만,아국선,1,1,68,0,0,1,68
신항,2024,06,2,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,7401,1,7401
신항,2024,06,2,내항,출항,기타선,신항3부두,컨테이너부두,100톤미만,아국선,1,11,7001,0,0,11,7001
북항,2024,07,3,내항,출항,석유정제품 운반선,신선대 부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,3,1903,0,0,3,1903
신항,2024,07,3,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,10,867163,10,867163
신항,2024,07,3,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,5,267068,5,267068
신항,2024,07,3,외항,출항,자동차 운반선,신항다목적부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,1,44431,1,44431
신항,2024,07,3,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,32,2897926,32,2897926
신항,2024,07,3,외항,출항,풀 컨테이너선,신항7부두,컨테이너부두,"100,000톤 이상",아국선,16,1,142620,0,0,1,142620
북항,2024,07,3,외항,출항,여객선,신국제여객터미널,일반부두,"100,000톤 이상",외국선,16,0,0,2,231812,2,231812
감천,2024,06,2,내항,출항,기타선,모든부두,일반부두,100톤미만,아국선,1,2,80,0,0,2,80
북항,2024,06,2,외항,출항,케미칼 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,2,11729,0,0,2,11729
북항,2024,06,2,외항,출항,기타선,기타,일반부두,"3,000-5,000톤미만",아국선,5,1,3997,0,0,1,3997
감천,2024,06,2,내항,출항,석유정제품 운반선,한진해운부두,컨테이너부두,100 -  500톤미만,아국선,2,1,378,0,0,1,378
