선박청코드항명,연도,월,분기,외내항구분,수출입구분,선종명,시설명,부두구분명,톤코드명,국가,톤코드,국내선박수,국내선박톤수,외국선박수,외국선박톤수,전체선박수,전체선박톤수
북항,2024,07,3,내항,출항,석유정제품 운반선,영도 돌핀,일반부두,"1,000 - 3,000미만",아국선,4,16,29010,0,0,16,29010
감천,2024,07,3,내항,출항,산물선,동양해운부두,일반부두,"5,000-7,000톤미만",아국선,6,2,12442,0,0,2,12442
북항,2024,07,3,내항,출항,일반화물선,남외항 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,20212,1,20212
감천,2024,07,3,내항,출항,산물선,한진부두,일반부두,"3,000-5,000톤미만",아국선,5,27,119022,0,0,27,119022
감천,2024,07,3,외항,출항,냉동.냉장선,동성실업부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,7,14245,7,14245
신항,2024,07,3,내항,출항,기타선,신항3부두,컨테이너부두,100톤미만,아국선,1,4,2529,0,0,4,2529
신항,2024,07,3,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"60,000-75,000톤미만",외국선,14,0,0,8,569061,8,569061
신항,2024,08,3,외항,출항,풀 컨테이너선,신항1부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,7401,1,7401
신항,2024,08,3,외항,출항,풀 컨테이너선,신항6부두,컨테이너부두,"30,000-50,000톤미만",아국선,12,1,40898,0,0,1,40898
감천,2024,06,2,내항,출항,석유정제품 운반선,감천중앙부두,일반부두,"500 - 1,000톤미만",아국선,3,1,823,0,0,1,823
감천,2024,07,3,외항,출항,어선,동성실업부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,4,2646,4,2646
신항,2024,07,3,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,9,750679,9,750679
감천,2024,07,3,내항,출항,원유 운반선,기타,일반부두,100 -  500톤미만,아국선,2,6,1446,0,0,6,1446
북항,2024,08,3,외항,출항,원유 운반선,남외항 박지,일반부두,"100,000톤 이상",외국선,16,0,0,1,158244,1,158244
북항,2024,07,3,외항,출항,풀 컨테이너선,남외항 박지,일반부두,"15,000-20,000톤미만",외국선,9,0,0,2,35586,2,35586
신항,2024,07,3,외항,출항,쎄미 컨테이너선,신항7부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,3,76449,3,76449
북항,2024,07,3,내항,출항,석유정제품 운반선,5 부두 (양곡부두),일반부두,"500 - 1,000톤미만",아국선,3,1,954,0,0,1,954
북항,2024,06,2,내항,출항,기타선,7 부두,일반부두,100톤미만,아국선,1,4,3018,0,0,4,3018
신항,2024,06,2,내항,출항,기타선,신항 W 정박지,일반부두,100 -  500톤미만,아국선,2,1,1165,0,0,1,1165
감천,2024,07,3,외항,출항,일반화물선,한진해운부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,1,22522,1,22522
감천,2024,06,2,외항,출항,석유정제품 운반선,감천항조선소,일반부두,"1,000 - 3,000미만",아국선,4,1,2403,0,0,1,2403
신항,2024,07,3,외항,출항,풀 컨테이너선,신항7부두,컨테이너부두,"50,000-60,000톤미만",외국선,13,0,0,1,52228,1,52228
신항,2024,07,3,내항,출항,석유정제품 운반선,신항1부두,컨테이너부두,100 -  500톤미만,아국선,2,4,1744,0,0,4,1744
신항,2024,07,3,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"50,000-60,000톤미만",아국선,13,1,54519,0,0,1,54519
감천,2024,07,3,외항,출항,산물선,도양물류부두,일반부두,"1,000 - 3,000미만",아국선,4,1,1959,0,0,1,1959
북항,2024,07,3,내항,출항,석유정제품 운반선,남외항 박지,일반부두,"1,000 - 3,000미만",아국선,4,6,11178,0,0,6,11178
북항,2024,07,3,내항,출항,케미칼 운반선,E 박지,일반부두,"1,000 - 3,000미만",아국선,4,1,1716,0,0,1,1716
감천,2024,07,3,내항,출항,산물선,기타,일반부두,"3,000-5,000톤미만",아국선,5,1,4738,0,0,1,4738
북항,2024,07,3,내항,출항,일반화물선,남외항 박지,일반부두,100 -  500톤미만,아국선,2,1,498,0,0,1,498
신항,2024,07,3,내항,출항,석유정제품 운반선,신항다목적부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,2,3744,0,0,2,3744
북항,2024,08,3,외항,출항,기타선,남외항 박지,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,967,1,967
감천,2024,06,2,외항,출항,냉동.냉장선,기타,일반부두,100 -  500톤미만,외국선,2,0,0,2,996,2,996
북항,2024,06,2,외항,출항,케미칼 운반선,기타,일반부두,"3,000-5,000톤미만",아국선,5,1,3690,0,0,1,3690
신항,2024,07,3,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,4,25427,4,25427
신항,2024,07,3,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,5,49290,0,0,5,49290
감천,2024,06,2,외항,출항,냉동.냉장선,한진해운부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,7392,1,7392
북항,2024,07,3,외항,출항,케미칼 운반선,기타,일반부두,"1,000 - 3,000미만",아국선,4,1,2517,0,0,1,2517
북항,2024,07,3,외항,출항,LPG.LNG 운반선,E 박지,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3428,1,3428
신항,2024,07,3,외항,출항,석유정제품 운반선,신항다목적부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,1,30241,1,30241
감천,2024,07,3,내항,출항,기타선,감천중앙부두,일반부두,100톤미만,아국선,1,1,41,0,0,1,41
신항,2024,07,3,외항,출항,풀 컨테이너선,신항2부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,1,21979,1,21979
감천,2024,06,2,내항,출항,기타선,동성실업부두,일반부두,100 -  500톤미만,아국선,2,2,236,0,0,2,236
신항,2024,07,3,외항,출항,풀 컨테이너선,신항4부두,컨테이너부두,"30,000-50,000톤미만",외국선,12,0,0,4,143474,4,143474
북항,2024,07,3,외항,출항,일반화물선,연합 부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4825,1,4825
북항,2024,08,3,외항,출항,냉동.냉장선,안벽,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3687,1,3687
북항,2024,06,2,외항,출항,일반화물선,7 부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,8999,1,8999
북항,2024,06,2,외항,출항,기타선,남외항 박지,일반부두,"1,000 - 3,000미만",아국선,4,1,1338,0,0,1,1338
북항,2024,07,3,내항,출항,석유정제품 운반선,감만부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,954,0,0,1,954
북항,2024,06,2,내항,출항,일반화물선,기타,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2223,1,2223
감천,2024,06,2,외항,출항,냉동.냉장선,도양물류부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,3461,1,3461
감천,2024,07,3,외항,출항,냉동.냉장선,한진해운부두,컨테이너부두,"5,000-7,000톤미만",외국선,6,0,0,1,6082,1,6082
감천,2024,07,3,내항,출항,석유정제품 운반선,동양해운부두,일반부두,100 -  500톤미만,아국선,2,1,140,0,0,1,140
신항,2024,07,3,외항,출항,쎄미 컨테이너선,신항 U 정박지,일반부두,"7,000-10,000톤미만",아국선,7,1,13681,0,0,1,13681
감천,2024,07,3,외항,출항,일반화물선,도양물류부두,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,14053,1,14053
북항,2024,08,3,외항,출항,일반화물선,M 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,23750,1,23750
감천,2024,07,3,외항,출항,냉동.냉장선,한일물류부두,일반부두,"3,000-5,000톤미만",아국선,5,1,3747,0,0,1,3747
감천,2024,06,2,외항,출항,일반화물선,한진해운부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,1,796,0,0,1,796
북항,2024,07,3,외항,출항,풀 컨테이너선,E 박지,일반부두,"3,000-5,000톤미만",아국선,5,1,3994,0,0,1,3994
감천,2024,07,3,외항,출항,어선,한보부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,799,1,799
북항,2024,08,3,외항,출항,일반화물선,자성대 부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,1,23265,1,23265
북항,2024,07,3,외항,출항,원유 운반선,남외항 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,23246,1,23246
북항,2024,06,2,외항,출항,산물선,M 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,1,40066,1,40066
감천,2024,06,2,내항,출항,산물선,동양해운부두,일반부두,"7,000-10,000톤미만",아국선,7,1,7189,0,0,1,7189
신항,2024,07,3,내항,출항,기타선,신항1부두,컨테이너부두,100톤미만,아국선,1,1,70,0,0,1,70
감천,2024,07,3,외항,출항,냉동.냉장선,동양해운부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,2,7559,2,7559
감천,2024,07,3,외항,출항,어선,한진부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,1,555,1,555
감천,2024,06,2,외항,출항,자동차 운반선,한진해운부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,1,7580,1,7580
감천,2024,06,2,외항,출항,일반화물선,감천중앙부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,2,9160,2,9160
감천,2024,07,3,외항,출항,일반화물선,한진해운부두,컨테이너부두,"1,000 - 3,000미만",아국선,4,1,1501,0,0,1,1501
감천,2024,07,3,외항,출항,냉동.냉장선,한일물류부두,일반부두,"7,000-10,000톤미만",외국선,7,0,0,1,8739,1,8739
감천,2024,07,3,내항,출항,일반화물선,부광조선안벽,일반부두,"1,000 - 3,000미만",아국선,4,1,1843,0,0,1,1843
신항,2024,08,3,외항,출항,풀 컨테이너선,신항7부두,컨테이너부두,"75,000-100,000톤미만",아국선,15,1,75061,0,0,1,75061
신항,2024,06,2,외항,출항,풀 컨테이너선,신항 W 정박지,일반부두,"75,000-100,000톤미만",외국선,15,0,0,1,95205,1,95205
신항,2024,06,2,외항,출항,풀 컨테이너선,신항5부두,컨테이너부두,"25,000-30,000톤미만",외국선,11,0,0,1,26836,1,26836
신항,2024,06,2,외항,출항,풀 컨테이너선,신항3부두,컨테이너부두,"75,000-100,000톤미만",아국선,15,1,75061,0,0,1,75061
북항,2024,02,1,내항,출항,케미칼 운반선,남외항 박지,일반부두,"7,000-10,000톤미만",아국선,7,2,17120,0,0,2,17120
북항,2024,04,2,외항,출항,일반화물선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,14,125220,14,125220
북항,2024,04,2,외항,출항,풀 컨테이너선,자성대 부두,컨테이너부두,"3,000-5,000톤미만",아국선,5,25,99733,0,0,25,99733
신항,2024,04,2,외항,출항,풀 컨테이너선,신항4부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,2,145231,0,0,2,145231
북항,2024,04,2,외항,출항,산물선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,33,1274095,33,1274095
북항,2024,04,2,외항,출항,풀 컨테이너선,감만부두,컨테이너부두,"15,000-20,000톤미만",아국선,9,3,51485,0,0,3,51485
북항,2024,04,2,내항,출항,석유정제품 운반선,기타,일반부두,"1,000 - 3,000미만",아국선,4,14,24280,0,0,14,24280
북항,2024,04,2,외항,출항,어선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,15,5520,15,5520
감천,2024,05,2,외항,출항,케미칼 운반선,감천항조선소,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2997,1,2997
감천,2024,01,1,외항,입항,어선,한일물류부두,일반부두,100 -  500톤미만,외국선,2,0,0,1,316,1,316
북항,2024,01,1,내항,입항,산물선,기타,일반부두,"1,000 - 3,000미만",아국선,4,1,1693,0,0,1,1693
북항,2024,01,1,외항,입항,일반화물선,M 박지,일반부두,"15,000-20,000톤미만",외국선,9,0,0,1,19887,1,19887
감천,2024,01,1,내항,입항,석유정제품 운반선,한진해운부두,컨테이너부두,"500 - 1,000톤미만",아국선,3,2,1639,0,0,2,1639
신항,2024,01,1,외항,입항,일반화물선,신항 U 정박지,일반부두,"5,000-7,000톤미만",외국선,6,0,0,1,5344,1,5344
북항,2024,01,1,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"10,000-15,000톤미만",외국선,8,0,0,1,13764,1,13764
감천,2024,01,1,외항,입항,산물선,감천중앙부두,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,2995,1,2995
감천,2024,01,1,외항,입항,케미칼 운반선,부광조선안벽,일반부두,"1,000 - 3,000미만",아국선,4,1,1464,0,0,1,1464
북항,2024,04,2,외항,입항,풀 컨테이너선,자성대 부두,컨테이너부두,"25,000-30,000톤미만",아국선,11,6,170906,0,0,6,170906
감천,2024,04,2,내항,입항,기타선,기타,일반부두,100 -  500톤미만,아국선,2,36,53211,0,0,36,53211
신항,2024,04,2,내항,입항,기타선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,3,13054,0,0,3,13054
신항,2024,04,2,내항,입항,석유정제품 운반선,신항2부두,컨테이너부두,100 -  500톤미만,아국선,2,7,3293,0,0,7,3293
북항,2024,04,2,외항,입항,일반화물선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,16,142449,16,142449
북항,2024,04,2,내항,입항,일반화물선,남외항 박지,일반부두,"1,000 - 3,000미만",아국선,4,18,33112,0,0,18,33112
북항,2024,04,2,외항,입항,풀 컨테이너선,자성대 부두,컨테이너부두,"7,000-10,000톤미만",아국선,7,31,273252,0,0,31,273252
신항,2024,04,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"100,000톤 이상",외국선,16,0,0,26,3898342,26,3898342
신항,2024,04,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"60,000-75,000톤미만",아국선,14,1,73780,0,0,1,73780
신항,2024,04,2,외항,입항,풀 컨테이너선,신항6부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,13,128436,13,128436
신항,2024,04,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,4,68870,4,68870
신항,2024,04,2,내항,입항,기타선,신항2부두,컨테이너부두,100톤미만,아국선,1,8,8553,0,0,8,8553
신항,2024,04,2,내항,입항,기타선,신항3부두,컨테이너부두,100톤미만,아국선,1,12,7761,0,0,12,7761
감천,2024,04,2,외항,입항,어선,도양물류부두,일반부두,100 -  500톤미만,외국선,2,0,0,2,592,2,592
북항,2024,04,2,외항,입항,풀 컨테이너선,자성대 부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,51,464180,51,464180
감천,2024,04,2,내항,입항,시멘트 운반선,기타,일반부두,"5,000-7,000톤미만",아국선,6,9,55337,0,0,9,55337
감천,2024,05,2,내항,입항,기타선,동성실업부두,일반부두,100톤미만,아국선,1,12,5381,0,0,12,5381
북항,2024,04,2,외항,입항,케미칼 운반선,감만부두,컨테이너부두,"3,000-5,000톤미만",외국선,5,0,0,1,3491,1,3491
북항,2024,04,2,외항,입항,풀 컨테이너선,감만부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,51,466846,51,466846
신항,2024,04,2,외항,입항,풀 컨테이너선,신항5부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,18,1615496,18,1615496
북항,2024,05,2,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",아국선,7,4,37049,0,0,4,37049
북항,2024,04,2,내항,입항,석유정제품 운반선,기타,일반부두,"1,000 - 3,000미만",아국선,4,13,24322,0,0,13,24322
북항,2024,05,2,외항,입항,산물선,남외항 박지,일반부두,"30,000-50,000톤미만",외국선,12,0,0,31,1185613,31,1185613
북항,2024,05,2,외항,입항,풀 컨테이너선,신선대 부두,컨테이너부두,"3,000-5,000톤미만",아국선,5,10,44428,0,0,10,44428
감천,2024,05,2,내항,입항,시멘트 운반선,동양해운부두,일반부두,"3,000-5,000톤미만",아국선,5,4,18896,0,0,4,18896
북항,2024,05,2,내항,입항,석유정제품 운반선,남외항 박지,일반부두,"5,000-7,000톤미만",아국선,6,7,41331,0,0,7,41331
북항,2024,03,1,외항,입항,어선,남외항 박지,일반부두,"500 - 1,000톤미만",외국선,3,0,0,13,10751,13,10751
북항,2024,04,2,외항,입항,풀 컨테이너선,남외항 박지,일반부두,"7,000-10,000톤미만",외국선,7,0,0,3,24743,3,24743
감천,2024,04,2,외항,입항,산물선,한진해운부두,컨테이너부두,"20,000-25,000톤미만",외국선,10,0,0,2,48309,2,48309
신항,2024,04,2,외항,입항,풀 컨테이너선,신항3부두,컨테이너부두,"7,000-10,000톤미만",외국선,7,0,0,9,88954,9,88954
북항,2024,04,2,외항,입항,여객선,남외항 박지,일반부두,"20,000-25,000톤미만",외국선,10,0,0,1,22472,1,22472
신항,2024,04,2,외항,입항,풀 컨테이너선,신항4부두,컨테이너부두,"15,000-20,000톤미만",외국선,9,0,0,9,159025,9,159025
북항,2024,05,2,외항,입항,여객선,신국제여객터미널,일반부두,"1,000 - 3,000미만",외국선,4,0,0,26,67314,26,67314
북항,2024,03,1,외항,입항,어선,기타,일반부두,"1,000 - 3,000미만",외국선,4,0,0,1,1049,1,1049
북항,2024,03,1,내항,입항,기타선,물량장,일반부두,100 -  500톤미만,아국선,2,48,9873,0,0,48,9873
북항,2024,04,2,외항,입항,어선,남외항 박지,일반부두,100 -  500톤미만,외국선,2,0,0,14,5224,14,5224
북항,2024,04,2,외항,입항,일반화물선,7 부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,2,11409,2,11409
신항,2024,04,2,외항,입항,풀 컨테이너선,신항1부두,컨테이너부두,"75,000-100,000톤미만",외국선,15,0,0,7,607419,7,607419
북항,2024,04,2,외항,입항,산물선,연합 부두,일반부두,"3,000-5,000톤미만",외국선,5,0,0,1,4675,1,4675
감천,2024,04,2,내항,입항,기타선,감천항조선소,일반부두,"500 - 1,000톤미만",아국선,3,1,510,0,0,1,510
감천,2024,04,2,외항,입항,어선,감천남성부두,일반부두,"500 - 1,000톤미만",외국선,3,0,0,2,1410,2,1410
신항,2024,04,2,외항,입항,풀 컨테이너선,신항 W 정박지,일반부두,"50,000-60,000톤미만",아국선,13,1,54519,0,0,1,54519
감천,2024,04,2,외항,입항,냉동.냉장선,감천동원부두,일반부두,"5,000-7,000톤미만",외국선,6,0,0,4,25583,4,25583
북항,2024,05,2,외항,입항,어선,남외항 박지,일반부두,"1,000 - 3,000미만",외국선,4,0,0,25,38905,25,38905
